,Assay,Weighted Partial Correlation
SANGER: Inhibition of human ES8 cell growth in a cell viability assay.,SANGER: Inhibition of human ES8 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ETK cell growth in a cell viability assay.,SANGER: Inhibition of human ETK cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EW cell growth in a cell viability assay.,SANGER: Inhibition of human EW cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EW1 cell growth in a cell viability assay.,SANGER: Inhibition of human EW1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EW3 cell growth in a cell viability assay.,SANGER: Inhibition of human EW3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EW6 cell growth in a cell viability assay.,SANGER: Inhibition of human EW6 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EW8 cell growth in a cell viability assay.,SANGER: Inhibition of human EW8 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EW-24 cell growth in a cell viability assay.,SANGER: Inhibition of human EW-24 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EW-3 cell growth in a cell viability assay.,SANGER: Inhibition of human EW-3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EoL-cell cell growth in a cell viability assay.,SANGER: Inhibition of human EoL-cell cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GAK cell growth in a cell viability assay.,SANGER: Inhibition of human GAK cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GB cell growth in a cell viability assay.,SANGER: Inhibition of human GB cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GCIY cell growth in a cell viability assay.,SANGER: Inhibition of human GCIY cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GDM cell growth in a cell viability assay.,SANGER: Inhibition of human GDM cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GI cell growth in a cell viability assay.,SANGER: Inhibition of human GI cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GI-ME-N cell growth in a cell viability assay.,SANGER: Inhibition of human GI-ME-N cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GOTO cell growth in a cell viability assay.,SANGER: Inhibition of human GOTO cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GR-ST cell growth in a cell viability assay.,SANGER: Inhibition of human GR-ST cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GT3TKB cell growth in a cell viability assay.,SANGER: Inhibition of human GT3TKB cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HAL-01 cell growth in a cell viability assay.,SANGER: Inhibition of human HAL-01 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HC cell growth in a cell viability assay.,SANGER: Inhibition of human HC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HCC2218 cell growth in a cell viability assay.,SANGER: Inhibition of human HCC2218 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HCC2998 cell growth in a cell viability assay.,SANGER: Inhibition of human HCC2998 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HCE-T cell growth in a cell viability assay.,SANGER: Inhibition of human HCE-T cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HD-MY-Z cell growth in a cell viability assay.,SANGER: Inhibition of human HD-MY-Z cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HDLM-2 cell growth in a cell viability assay.,SANGER: Inhibition of human HDLM-2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HEL cell growth in a cell viability assay.,SANGER: Inhibition of human HEL cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HH cell growth in a cell viability assay.,SANGER: Inhibition of human HH cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HL-60 cell growth in a cell viability assay.,SANGER: Inhibition of human HL-60 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HOP-62 cell growth in a cell viability assay.,SANGER: Inhibition of human HOP-62 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HT cell growth in a cell viability assay.,SANGER: Inhibition of human HT cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HT44 cell growth in a cell viability assay.,SANGER: Inhibition of human HT44 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HUTU-80 cell growth in a cell viability assay.,SANGER: Inhibition of human HUTU-80 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human IST-MEL1 cell growth in a cell viability assay.,SANGER: Inhibition of human IST-MEL1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human IST-MES1 cell growth in a cell viability assay.,SANGER: Inhibition of human IST-MES1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human IST-SL1 cell growth in a cell viability assay.,SANGER: Inhibition of human IST-SL1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human IST-SL2 cell growth in a cell viability assay.,SANGER: Inhibition of human IST-SL2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human J-RT3-T3-5 cell growth in a cell viability assay.,SANGER: Inhibition of human J-RT3-T3-5 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human JAR cell growth in a cell viability assay.,SANGER: Inhibition of human JAR cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human JVM-2 cell growth in a cell viability assay.,SANGER: Inhibition of human JVM-2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human JVM-3 cell growth in a cell viability assay.,SANGER: Inhibition of human JVM-3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human K-562 cell growth in a cell viability assay.,SANGER: Inhibition of human K-562 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human K5 cell growth in a cell viability assay.,SANGER: Inhibition of human K5 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KALS cell growth in a cell viability assay.,SANGER: Inhibition of human KALS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KARPAS-299 cell growth in a cell viability assay.,SANGER: Inhibition of human KARPAS-299 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KARPAS-422 cell growth in a cell viability assay.,SANGER: Inhibition of human KARPAS-422 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KARPAS-45 cell growth in a cell viability assay.,SANGER: Inhibition of human KARPAS-45 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KASUMI cell growth in a cell viability assay.,SANGER: Inhibition of human KASUMI cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KE-37 cell growth in a cell viability assay.,SANGER: Inhibition of human KE-37 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KG cell growth in a cell viability assay.,SANGER: Inhibition of human KG cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KGN cell growth in a cell viability assay.,SANGER: Inhibition of human KGN cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KINGS cell growth in a cell viability assay.,SANGER: Inhibition of human KINGS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KM-H2 cell growth in a cell viability assay.,SANGER: Inhibition of human KM-H2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KM12 cell growth in a cell viability assay.,SANGER: Inhibition of human KM12 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KMOE-2 cell growth in a cell viability assay.,SANGER: Inhibition of human KMOE-2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KNS-81-FD cell growth in a cell viability assay.,SANGER: Inhibition of human KNS-81-FD cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KP-N-YS cell growth in a cell viability assay.,SANGER: Inhibition of human KP-N-YS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KS cell growth in a cell viability assay.,SANGER: Inhibition of human KS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KU812 cell growth in a cell viability assay.,SANGER: Inhibition of human KU812 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KURAMOCHI cell growth in a cell viability assay.,SANGER: Inhibition of human KURAMOCHI cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KY821 cell growth in a cell viability assay.,SANGER: Inhibition of human KY821 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human L-363 cell growth in a cell viability assay.,SANGER: Inhibition of human L-363 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human L-428 cell growth in a cell viability assay.,SANGER: Inhibition of human L-428 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LAMA-84 cell growth in a cell viability assay.,SANGER: Inhibition of human LAMA-84 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LAN-6 cell growth in a cell viability assay.,SANGER: Inhibition of human LAN-6 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LB1047-RCC cell growth in a cell viability assay.,SANGER: Inhibition of human LB1047-RCC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LB2241-RCC cell growth in a cell viability assay.,SANGER: Inhibition of human LB2241-RCC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LB2518-MEL cell growth in a cell viability assay.,SANGER: Inhibition of human LB2518-MEL cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LB373-MEL-D cell growth in a cell viability assay.,SANGER: Inhibition of human LB373-MEL-D cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LB771-HNC cell growth in a cell viability assay.,SANGER: Inhibition of human LB771-HNC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LB831-BLC cell growth in a cell viability assay.,SANGER: Inhibition of human LB831-BLC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LB996-RCC cell growth in a cell viability assay.,SANGER: Inhibition of human LB996-RCC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LC-2-ad cell growth in a cell viability assay.,SANGER: Inhibition of human LC-2-ad cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LNCaP-Clone-FGC cell growth in a cell viability assay.,SANGER: Inhibition of human LNCaP-Clone-FGC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LOXIMVI cell growth in a cell viability assay.,SANGER: Inhibition of human LOXIMVI cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LS034 cell growth in a cell viability assay.,SANGER: Inhibition of human LS034 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LS23 cell growth in a cell viability assay.,SANGER: Inhibition of human LS23 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LS-411N cell growth in a cell viability assay.,SANGER: Inhibition of human LS-411N cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LS-513 cell growth in a cell viability assay.,SANGER: Inhibition of human LS-513 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LU34-A cell growth in a cell viability assay.,SANGER: Inhibition of human LU34-A cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LU39 cell growth in a cell viability assay.,SANGER: Inhibition of human LU39 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LU-65 cell growth in a cell viability assay.,SANGER: Inhibition of human LU-65 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LXF-289 cell growth in a cell viability assay.,SANGER: Inhibition of human LXF-289 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MC116 cell growth in a cell viability assay.,SANGER: Inhibition of human MC116 cell growth in a cell viability assay.,0.0
